question1,question2,is_duplicate
水稻 烂秧 的 原因 是 什么,水稻 育秧 烂 种 烂秧 是 什么 原因,1
如何 防治 水稻 稻瘟病,稻瘟病 防治 技术,1
水稻 一生 对 水分 最 敏感 是 什么 时期,水稻 对 水分 缺乏 最 敏感 的 时期 是 哪 一个 时期,1
二化螟 的 绿色 防控 技术 要点 是 什么,水稻 二化螟 的 绿色 防控 技术 要点 是 什么,1
水稻 中 制 易 发生 稻 曲 病 何时 防治 为 最好,防治 水稻 稻 曲 病 适宜 期 在 什么 时候 用药,1
水稻 如何 防治 稻 曲 病,稻 曲 病 主要 防治 措施 是 什么,1
水稻 穗 发芽 的 主要 原因 是 什么,文 洛 式 温室 水稻 育秧 易 造成 秧苗 绵 腐 病 立枯病 发生 的 主要 原因 是 什么,0
水稻 稻飞虱 主要 有 哪 三个 种,水稻 品种 混杂 退化 的 原因 主要 有 哪些,0
水稻 恶 苗 病 的 防治 措施,水稻 细菌性 条斑 病 发生 条件 如何 防治,0
对 稻瘟病 采取 哪些 措施 防治,涝 后 水稻 易发 稻瘟病 纹枯病 怎么 防治,1
水稻 穗 颈 瘟 防治 方法,水稻 紫 鞘 病 的 综合 防治 方法 是 什么,0
水稻 的 三性 指 的 是 哪 三性,水稻 白 叶枯病 在 水稻 全生育期 均 可 发生 由于 环境 条件 品种 抗性 和 侵染 部位 的 不同 其 症状 类型 也 不同 可 分为 哪 三种 类型,0
稻苞虫 只 危害 水稻 吗,三化螟 是 什么 害虫 只 危害 水稻,0
水稻 二化螟 和 三化螟 如何 防治,水稻 二化螟 的 发生 与 防治,1
水稻 白 叶枯病 是 由 什么 引起 的 水稻 病害,水稻 植株 矮 缩 叶片 僵直 叶 背 和 茎秆 上 出现 蜡 白色 后 变 褐色 的 短 条 瘤 状 隆起 是 什么 病害,0
水稻 干 尖 线虫病 的 发生 与 防治,直播 水稻 病虫草害 的 发生 与 防治,0
杂交 水稻 浸种 应 注意 哪些 问题,杂交稻 种子 浸种 时 应 注意 什么,1
晚稻 后期 怎样 防治 好 稻飞虱,水稻 稻飞虱 的 防治 方法,1
稻田 养鱼 一般 在 水稻 插秧 后 多少 天 秧苗 长 出新 根 开始 返青 时 放 鱼,稻田 养鱼 何时 开始 放 鱼,1
水稻 恶 苗 病 是 怎样 发生 的 怎样 预防,水稻 纵 卷叶螟 如何 防治,0
水稻 稻 曲 病 的 防治 方法 有 哪些,水稻 稻 曲 病 防治 技术,1
水稻 播种 前 要 如何 进行 晒种,为什么 水稻 播种 前 要 进行 晒种,0
怎样 防治 稻 水 象 甲,稻 水 象 甲 是 检疫 对象 吗 怎么 防治,1
有机 水稻 旱 育苗 中 防治 立枯病 措施 有 哪些,水稻 叶 尖 枯 病 的 防治 措施 有 哪些,0
预防 水稻 稻 曲 病 可以 用 哪些 药剂,防治 水稻 恶 苗 病 浸种 药剂 可用 哪些 药,0
怎样 区别 秧苗 千金子 和 稗 草,秧苗 期 怎样 识别 稗子 和 水稻,0
灾 后 水稻 二化螟 的 防治,目前 防治 水稻 二化螟 最 有效 的 药剂 有 哪些,0
水稻 二化螟 危害 症状,水稻 受 二化螟 危害 出现 白 穗 症状 的 生育 时期 是 那个 生育期,0
喷施 多 效 唑 防止 水稻 徒长 在 什么 时 效果 好,水稻 防治 稻 曲 病 什么 时间 喷药 效果 最佳 用 什么 药 防治效果 最好,0
如何 防治 水稻 二化螟,水稻 虫害 二化螟 发生 及 防治 技术,1
如何 预防 水稻 干 尖 线虫病,怎样 预防 水稻 干 尖 线虫病,1
水稻 细菌性 条斑 病 发病 条件 是 什么,水稻 细菌性 基 腐 病 发生 流行 条件 是 什么,0
水稻 烂秧 的 防治,水稻 烂秧 的 原因 及 防治 方法,0
水稻 秧苗 受 除草剂 药害 后 怎么办,水稻 除草剂 药害 如何 补救,1
水稻 扬 花期 病虫害 防治 技术 措施,水稻 病虫草害 综合 防治 措施,1
什么 药剂 防治 水稻 纵 卷叶螟 效果 好,防治 稻 纵 卷叶螟 用 什么 农药 见效快,1
水稻 的 稻瘟病 发病 有 什么 规律,水稻 稻瘟病 发生 规律 和 症状,1
水稻 中后期 高温 热害 防治 技术,水稻 扬 花期 如何 预防 高温 热害,0
水稻 黑 条 矮 缩 病 暴发 原因 分析,水稻 黑 条 矮 缩 病 的 发生 及 防治,0
在 水稻 栽植 过程 中 预防 水稻 倒伏 的 有效 措施 有 哪些,如何 防止 水稻 后期 倒伏,1
防治 稻 纵 卷叶螟 用 什么 农药 见效快,防治 稻 纵 卷叶螟 什么 时间 施药 最佳,0
怎样 防治 水稻 纹枯病,水稻 纹枯病 如何 综合 防治,1
水稻 二化螟 危害 症状,水稻 二化螟 在 水稻 孕穗期 危害 症状 及 防治 方法,1
水稻 优良品种 应 具备 的 条件,水稻 基 腐 病症状 及 防治 措施,0
水稻 胡麻 叶斑病 发生 原因,水稻 胡麻 叶斑病 有 什么 发病 规律,1
水稻 纹枯病 有 何 症状 水稻 纹枯病 的 特征 及 防病,水稻 纹枯病 的 各 部位 发病 症状,1
水稻 的 稻瘟病 纹枯病 该 怎么 防治,稻瘟病 的 防治 技巧,1
如何 减轻 和 预防 水稻 高温 热害,最近 都 是 高温 天气 请问 水稻 如何 防范 高温 热害,0
提高 水稻 产量 的 主要 途径 有 哪些,水稻 分蘖 末期 的 特点 有 哪些,0
水稻 恶 苗 病 主要 表现 症状,水稻 恶 苗 病 有 哪些 症状 如何 防治,1
如何 诊断 稻 白 叶枯病,水稻 白 叶枯病 怎么 防治,1
有 哪些 措施 能 控制 稻飞虱 的 发生,水稻 褐 飞 虱 的 大 发生 征兆 有 哪些,0
水 直播 水稻 杂草 防治 措施 有 哪些,水稻 秧苗 出现 恶 苗 病 后 有 哪些 补救措施 应 如何 防治,0
水稻 稻瘟病 是 什么 症状,水稻 稻瘟病 的 症状 有 哪几种,1
水稻 细菌性 基 腐 病 发生 症状,水稻 细菌性 基 腐 病 的 发生 发展 与 什么 有关,0
水稻 二化螟 如何 防治,水稻田 田螺 如何 防治,0
水稻 孕穗期 田间 稗 草 怎么 防治,水稻 田埂 除 稗 草 方法,1
什么 药剂 可 防治 稻 纵 卷叶螟,稻 纵 卷叶螟 什么 时候 防治 最好,0
如何 治疗 水稻 稻 曲 病,水稻 稻 曲 病 防治,1
白背飞虱 各 龄 虫 有 什么 特征,白背飞虱 的 形态 特征 有 哪些,1
水稻 叶枕 瘟 防治,水稻 叶 瘟 防治 措施 与 技术,0
水稻 白 叶 枯 怎么 防治,如何 识别 水稻 白 叶枯病 怎样 防治,0
水稻 稻 水 象 甲 咋 防治,水稻 稻 象 甲 用 什么 农药 防治 最好,0
稻 虾 共 作 的 水稻田 使用 哪些 除草剂 对虾 是 安全 的,水稻 本田 千金子 应选 用 的 除草剂 及 施药 方法 是 什么,0
水稻 品种 生育 时期 决定 因素 有 哪些,水稻 机 插秧 育苗 操作规程,0
稻瘟病 的 病状 是 什么,水稻 条纹 叶枯病 的 主要症状 是 什么 如何 防治,0
水稻 稻 纵 卷叶螟 如何 防治效果 好,水稻 主要 产量 因子 有 哪些,0
稻瘟病 有 什么 防控 技术 措施,水稻 螟虫 绿色 防控 农业 技术 措施 有 哪些,0
水稻 稻瘟病 穗 瘟 防治 药剂 及 防治 方法,稻瘟病 的 防治 用 什么 药 效果 最好,1
水稻 二化螟 的 综合 防治,水稻 二化螟 综合 防治 技术,1
水稻 穗 颈 瘟 的 防治 要点,水稻 穗 颈 瘟 的 防治 时间 及 防治 化学 药剂 有 哪些,0
水稻 苗期 遭到 稻 象 甲 成虫 为害 用 什么 农药 防治效果 最好,水稻 防治 稻 曲 病 什么 时间 喷药 效果 最佳 用 什么 药 防治效果 最好,0
水稻 细菌性 条斑 病 如何 防治,水稻 细菌性 条斑 病 防治,1
水稻田 除草剂 药害 产生 的 原因 及 治理,如何 解决 直播 水稻 田间 杂草 稻 问题,0
水稻 稻 曲 病 怎样 防治,水稻 是 怎样 感染 稻 曲 病 的 怎样 防治,0
水稻 稻 曲 病 防治,稻 曲 病 发病 重 应 如何 抓好 防治,1
水稻 二化螟 的 发生 与 防治,水稻 二化螟 的 防治 方法,1
水稻 立枯病 的 综合 防治 技术,真菌性 立枯病 的 防治 的 防治 措施,1
如何 防治 水稻 稻 象 甲,怎样 防治 稻 水 象 甲,1
稻田 养鸭 要 注意 什么,在 稻田 养蟹 中 应 注意 什么 问题,0
水稻 褐 飞 虱 的 大 发生 征兆 有 哪些,水稻 发生 赤 枯 病 怎么办,0
水稻 稻瘟病 如何 防治,水稻 稻瘟病 的 防治 措施,1
如何 防治 水稻 恶 苗 病,水稻 恶 苗 病 的 的 发病 条件 及 如何 防治,0
水稻 立枯病 发生 的 原因 是 什么,水稻 恶 苗 病 的 发生 原因 是 什么,0
水稻 稻瘟病 防治,防治 水稻 稻瘟病 有 什么 高招 呢,1
水稻 稻 曲 病 是 如何 发生 的,稻 曲 病 的 发病 原因 及 防治 方法,1
水稻 白 叶枯病 用 什么 农药 防治效果 好,水稻 防治 稻 曲 病 什么 时间 喷药 效果 最佳 用 什么 药 防治效果 最好,0
稻飞虱 怎么 防治,直播 水稻 病虫草害 的 发生 与 防治,0
水稻 高温 灾害 防控 要点,水稻 品种 混杂 退化 的 主要 原因,0
水稻 浸种 催芽 前 晒种 有 什么 益处,水稻 高温 热害 的 主要症状 是 什么,0
二化螟 在 什么 时候 防治 最 有效,如何 确定 水稻 二化螟 的 防治 时期,1
水稻 三化螟 一般 在 水稻 什么 位置 产卵,稻 菜 轮作 有 哪些 好处,0
水稻 优良品种 应 具备 什么 条件,水稻 优良品种 应 具备 哪些 条件,1
水稻 立枯病 的 症状 是 什么,水稻 苗期 立枯病 的 症状 有 何 特点,1
如何 搞好 水稻 排水 晒 田,怎样 对 水稻 进行 晒 田,1
提高 稻谷 产量 的 有效途径 有 哪些,水稻 条纹 叶枯病 的 传播 途径 有 哪些,0
水稻 直播 栽培 有 什么 好处,直播 水稻 的 技术 优势 有 哪些,1
如何 治疗 水稻 细菌性 基 腐 病,怎么样 防治 水稻 基 腐 病,1
如何 增加 水稻 分蘖 量,怎样 提高 水稻 的 有效分蘖,1
水稻 发生 赤 枯 病 怎么办,黑龙江 水稻 低温 防治 稻瘟病,0
水稻 直播 有 什么 优点 和 缺点,水稻 直播 有 哪些 优点,0
水稻 稻瘟病 分为 哪些 类型,水稻 叶 瘟 慢性 型 病 斑 与 水稻 胡麻 斑 病 斑 的 区别 有 哪些方面,0
如何 防治 稻 曲 病,水稻 稻 曲 病 怎样 防治,1
水稻 高温 热害 防治 技术 措施,防御 水稻 高温 热害 要 从 哪几个 方面 着手,1
稻飞虱 对 水稻 有 哪些 为害,水稻 白背飞虱 有 哪些 危害 症状,0
水稻 常见 的 迁飞 性 稻飞虱 有 哪几种,稻飞虱 有 哪些 类型,1
水稻 纹枯病 用 什么 药 防治 最好,水稻 白 叶枯病 用 什么 农药 防治效果 好,0
水稻 品种 混杂 退化 现象 及其 产生 原因,水稻 品种 混杂 退化 的 原因 主要 有 哪些,1
怎样 预防 稻 曲 病 的 发生,水稻 细菌性 条斑 病 是 怎样 发生 的 怎样 防控,0
水稻 怎样 防 早衰,水稻 早衰 是 何原因 怎样 预防,0
水稻 旱育稀植 技术 操作 要点 是,水稻 旱育稀植 技术 是 何时 推广 的 它 有 哪些 优势,0
如何 防治 水稻 的 立枯病,水稻 旱 育秧 立枯病 防治 方法,1
如何 防治 水稻 长 绿 飞 虱,水稻 细菌性 条斑 病 叶片 上 有无 典型 的 条斑 形 症状,0
水稻 秧田 期 秧苗 徒长 的 原因 有 哪些 如何 防止,水稻 秧苗 出现 恶 苗 病 后 有 哪些 补救措施 应 如何 防治,0
水稻 纹枯病 防治 什么 药剂 最佳,水稻 的 稻瘟病 纹枯病 该 怎么 防治,0
水稻 病毒 病 是 什么 原因 引起 的 在 什么 时期 如何 防治效果 最好,稻 曲 病 要 于 水稻 抽穗 前 多少 天 用 药剂 预防,1
如何 防控 好 水稻 细菌性 基 腐 病,怎样 防控 好 水稻 细菌性 基 腐 病,1
水稻 条纹 叶枯病 水稻 黑 条 矮 缩 病 的 传毒 媒介 是 哪 种 害虫,水稻 条纹 叶枯病 是 一种 由 什么 飞 虱 传播 的 病毒 病,0
水稻 稻飞虱 为害 严重 怎样 防治,水稻 稻飞虱 该 怎么 防治,1
水稻 机 插秧 应 注意 什么 问题,水稻 机 插秧 栽培 管理 技术 要点,1
如何 防治 水稻 白 叶枯病,水稻 白 叶枯病 怎么 防治,1
什么 叫 水稻 有效分蘖 中期 如何 判断 分蘖 是否 有效分蘖 穗,水稻 病毒 病 是 什么 原因 引起 的 在 什么 时期 如何 防治效果 最好,0
水稻 纹枯病 综合 防治 措施,如何 确定 水稻 的 病虫害 综合 防治 措施,0
虾 稻田 如何 防止 害虫,如何 防止 稻田 除草剂 的 药害,0
水稻 出现 早 穗 现象 的 主要 原因 是 什么,水稻 早 穗 是 哪些 原因 造成,1
如何 自制 农药 防 稻瘟病,有 什么 农药 可以 防治 稻瘟病,1
水 稻飞虱 如何 防治,水稻 稻飞虱 的 综合 防治 方法 有 那些,1
水稻 稻 曲 病 的 防治 时期,防治 稻 曲 病 的 关键时期 是 在 哪 一时期 即 水稻 破口 前 多少 天,0
二化螟 的 危害 症状 有 哪些,水稻 稻 纵 卷叶螟 的 危害 症状 具体 有 哪些 表现 该 如何 有效 防治,0
水稻 稻 曲 病 与 水稻 品种 有关 吗,北方 水稻 稻 曲 病 的 认 别 与 防治 措施 有 哪些,0
水稻 稻飞虱 的 发生 与 防治,水稻 中毒 发 赤 有 哪些 症状 病因 如何,0
水稻 倒伏 有 几种 类型,水稻 白 叶枯病 有 几种 类型 应 如何 防治,0
水稻 穗 颈 瘟 怎么 预防 最好,防治 水稻 穗 颈 瘟 什么 时候 用药 最好 用 什么 农药 防治,0
水稻 有 条纹 叶枯病 症状 怎么办,水稻 条纹 叶枯病 的 综合 防治 措施 有 哪些,1
二化螟 虫 的 防治 技术,如何 防治 水稻 二化螟,1
稻瘟病 要 如何 防治,水稻 稻 曲 病 的 主要症状 是 什么 如何 防治,0
水稻 白 叶枯病 是 怎样 传播 的,水稻 稻 曲 病 在 破口 前 多少 天 防治 是 最佳时期,0
水稻 长 穗 期 出现 早 穗 的 原因 有 哪些 如何 防止,水稻 产量 是 由 哪些因素 构成,0
喷施 多 效 唑 防止 水稻 徒长 应 在 什么 时期,喷施 多 效 唑 防止 水稻 徒长 的 时期 应 在 哪个 阶段,1
稻瘟病 流行 规律 有 哪些,水稻 丁香 草 用 什么 除草剂 防除 效果 好,0
水稻 立枯病 症状 及 防治,水稻 苗期 立枯病 的 症状 有 何 特点,1
水稻 赤 枯 病 有 哪些 症状 水稻 赤 枯 病 防治 措施,水稻 稻 水 象 甲 用 什么 药剂 防治效果 最好,0
抓住 关键时期 防治 水稻 穗 颈 瘟,适时 防治 中 稻穗 颈 瘟,1
水稻 一生 中 有 哪些 病虫害,作物 种子 安全 储藏 条件 有 哪些,0
水稻 穗肥 施用 时期 如何 确定,如何 确定 水稻 二化螟 的 防治 时期,0
水稻 白 叶枯病 的 农业 防治 措施 有 哪些,水稻 白 叶枯病 防治 技术 要点,1
水稻 纹枯病 病 部 有无 白色 或 灰白色 的 蛛 丝状 菌丝体 或 白色 绒球 状 的 菌丝 团,水稻 白 叶枯病 与 细菌性 条斑 病 的 叶 部 症状 特点 有 什么 不同,0
水稻 的 旱育稀植 栽培技术 要点,什么 是 水稻 旱育稀植 高产 栽培技术,0
水稻 直播 有 几种 方式 如何 进行,如何 识别 与 防治 水稻 赤 枯 病,0
水稻 的 三性 指 的 是 什么,水稻 哪个 时期 是 稻 纵 卷叶螟 化学防治 的 关键时期 几 龄 幼虫 高峰期 是 防治 适 期,0
如何 辨别 水稻 陈 种 新种,如何 正确 辨别 水稻 农药 药害,0
如何 对 水稻 科学 施肥 配套技术,水稻 的 科学 施肥 方法 主要 要点,1
水稻种子 要 晒种 吗,水稻种子 的 贮藏 要点,0
什么 是 水稻 旱育稀植,水稻 的 稻瘟病 防治 方法,0
稻 白 叶枯病 的 综合 防治 措施,水稻 纹枯病 的 综合 防治 措施 有 哪些,0
水稻 优良品种 除 具备 水稻 新品种 的 基本 条件 外 还 应 具有 哪几 方面 条件,防治 水稻 秧田 二化螟 持效 性 药剂 的 筛选,0
怎样 防治 二化螟 和 稻飞虱,水稻 稻飞虱 的 发生 与 防治,1
如何 进行 机 插秧 水稻 的 育秧,目前 常用 的 水稻 机 插 育秧 方式 都 有 几种,0
如何 防治 水稻 细菌性 条斑 病,水稻 细菌性 条斑 病 的 病原菌 是 什么 如何 防治,1
真菌性 立枯病 的 防治 的 防治 措施,水稻 条纹 叶枯病 的 症状 及 防治 措施,0
水稻 如何 防止 烂 种 烂秧,水稻 烂秧 死苗 的 原因 及 预防,1
水稻 药害 的 补救 办法,除草剂 药害 怎样 挽救,1
水稻 白化病 的 成因,水稻 白 穗 的 成因 及 预防 对策,0
水稻 稻苞虫 的 发生 特点 及 防治 方法,用 什么 办法 防治 稻苞虫,1
水稻 为什么 贪 青 晚熟,如何 避免 水稻 贪 青 晚熟,0
水稻 稻瘟病 的 发生 与 防治 方法,水稻 稻瘟病 防治 技术 要点,1
直播 水稻 应 注意 哪些 问题,直播 稻 注意事项 有 哪些,1
目前 防治 稻瘟病 的 农药 有 哪些,水稻 二化螟 防治,0
目前 我市 一季 中稻 处于 抽穗 扬 花期 褐 飞 虱 虫 口 较大 怎么 防治,单季稻 抽穗 扬 花期 遇到 连阴雨 天气 如 防治 稻 曲 病,0
如何 防止 水稻 恶 苗 病,水稻 如何 防治 恶 苗 病,1
水稻 稻瘟病 的 发生 与 有效 防治 方法,水稻 稻瘟病 的 防治 方法,1
稻 纵 卷叶螟 在 安徽 南部 稻 区 一年 发生 多少 代,水稻 品种 的 抗性 影响 稻 曲 病 发生 的 轻重 一般说来 有 哪些 规律,0
如何 防治 水稻 穗 颈 瘟,水稻 穗 颈 瘟 的 防治 误区 及 对策,1
稻田 养鸭 对 水稻 有 什么 好处,水稻 常见 稻飞虱 有 几种,0
稻田 养鱼 的 作用,水稻 贪 青 徒长 是 什么 原因,0
水稻 秧苗 白化 是 什么 原因 造成 的,杂交 水稻 籼稻 颖花 退化 严重 请问 是 什么 原因 造成 的 如何 解决,0
如何 提高 稻飞虱 防治效果,水稻 稻飞虱 防治 方法,1
怎样 防治 有机 水稻 穗 颈 瘟 和 稻 曲 病 具体措施,水稻 稻 曲 病 防治 技术,1
什么 叫 水稻 障碍 型 冷害,水稻 遭受 低温 冷害 后 水稻 植株 有 什么 症状,0
为什么 机 插秧 栽 后 返青 缓 苗期 较 常规 手 插秧 长,水稻 为什么 插秧 后 秧苗 迟迟 不能 分蘖,0
水稻 稻瘟病 防治 措施,水稻 穗 颈 稻瘟病 如何 科学 防治,1
水稻 稻飞虱 防治 方法,进入 秋季 如何 防止 发生 稻飞虱,1
稻瘟病 和 水稻 螟虫 的 防治 技术,稻瘟病 如何 防治,1
怎么 防治 稻飞虱 的 技术,进入 秋季 如何 防止 发生 稻飞虱,1
水稻 晒 田 作用 和 技术,水稻 晒 田 的 生理 生态 作用 有 哪些,0
